3.335624,0
3.721405,1
4.18528,3
4.507568,4
4.855469,0
5.270182,1
5.601187,3
5.998569,4
6.763439,2
7.541751,2
8.303824,2
8.966707,2
9.728481,0
10.45742,4
11.25294,1
12.03438,3
12.71361,2
13.45936,1
14.25431,3
14.90041,4
15.67905,0
16.42454,2
17.23553,3
17.93125,1
18.67675,0
19.43896,4
20.18463,2
20.97952,3
21.65887,1
22.43739,0
23.21993,4
23.94969,2
24.34647,3
24.67801,1
25.09196,0
25.40683,4
25.77142,1
26.18536,3
26.59953,0
26.964,4
27.34542,4
27.72876,3
28.08645,1
28.46666,0
28.86428,0
29.17903,1
29.5435,3
29.95766,4
30.30556,2
30.71972,3
31.06763,1
31.44866,4
31.86682,0
32.21556,4
32.59575,0
32.98172,3
33.36275,1
33.69408,2
34.09189,3
34.47271,1
34.87032,4
35.28467,0
35.61581,3
35.96401,1
36.31161,2
36.72581,3
37.04055,1
37.45472,4
37.85231,0
38.2424,2
38.65657,2
39.02103,2
39.41864,1
39.75021,3
40.11443,0
40.49578,4
40.84336,0
41.25753,0
41.52273,4
41.65518,0
41.85397,4
42.0693,0
42.28466,3
42.50003,1
42.74863,4
43.03781,0
43.43517,3
43.78307,1
44.16423,4
44.58593,4
44.9504,0
45.26517,2
45.61322,4
46.04389,0
46.45797,1
46.82243,3
47.1869,2
47.58452,4
47.92106,0
48.26901,2
48.65019,3
49.0642,1
49.41206,0
49.61088,4
50.07473,2
50.5386,3
50.90374,1
51.31772,4
51.71531,0
52.12948,4
52.49449,4
52.82554,2
53.25899,2
53.61677,0
53.99779,0
54.36609,1
54.66414,3
55.12797,4
55.42635,0
55.84034,4
56.28764,0
56.6523,1
56.9837,3
57.3479,2
57.71578,3
58.04616,1
58.40132,4
58.69952,0
59.13133,2
59.56209,3
59.9431,1
60.32413,0
60.6886,4
60.92054,2
61.40122,3
61.7323,1
62.16322,4
62.54407,0
62.90858,2
63.32543,3
63.67336,1
64.12064,4
64.48511,0
64.81644,2
65.23061,3
65.61163,1
65.9761,4
66.37453,0
66.73833,3
67.05293,1
67.4671,4
67.83202,0
68.22917,2
68.61192,3
68.99301,1
69.39049,4
69.73855,0
70.20253,1
70.51702,3
70.83194,2
71.2298,4
71.54429,0
71.94176,1
72.33936,3
72.70615,2
73.05405,4
73.41852,1
73.85579,0
74.22011,3
74.55145,4
74.93247,2
75.64485,2
76.44004,2
76.87077,3
77.18581,1
77.41747,4
77.61627,0
77.83164,3
78.04701,1
78.34538,4
78.56058,0
78.93467,2
79.21633,3
79.51534,1
79.89542,4
80.24333,0
80.50858,2
80.93126,3
81.27884,1
