2.62912,0
3.168951,3
3.796656,0
4.667322,0
6.706005,1
7.5,6
9.680376,0
10.78108,5
11.58837,2
12.42567,5
12.97638,0
13.5811,3
14.30733,0
15.24999,4
16.0532,0
16.61964,3
17.48228,0
19.1685,1
20.40096,3
21.89019,0
22.97623,3
23.68815,0
24.9263,3
26.46876,7
27.04801,0
28.01697,2
28.81426,5
29.58031,0
30.86653,2
31.77478,0
32.28971,3
33.37212,0
33.98481,0
34.77367,2
35.3854,0
36.69398,5
37.23157,0
37.74422,3
38.4753,0
39.01657,0
40.05761,1
40.78576,4
41.59822,1
42.36254,4
42.98293,0
43.59106,3
44.60125,2
46.16464,0
47.59798,3
48.60245,3
50.12146,4
51.10331,3
52.97455,1
53.85902,4
54.73304,1
55.56082,4
56.54214,1
57.67577,4
58.5479,1
